id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,icao_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
31540,WAMA,small_airport,"Gamarmalamo Airport",1.83833,127.786003,157,AS,Indonesia,ID,"Maluku Utara (North Maluku)",ID-MU,MU,"Galela-Celebes Island",0,WAEG,,GLX,,,https://en.wikipedia.org/wiki/Gamar_Malamo_Airport,,50,2024-04-10T13:33:35+00:00
31523,WAMJ,small_airport,"Gebe Airport",-0.078889,129.457993,125,AS,Indonesia,ID,"Maluku Utara (North Maluku)",ID-MU,MU,"Gebe Island",0,WAMJ,WAMJ,GEB,,,https://en.wikipedia.org/wiki/Gebe_Airport,,50,2024-06-07T18:06:31+00:00
310342,ID-0054,small_airport,"Geyarek Airstrip",-4.650391,138.752389,248,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Geyarek,0,,,,GEA,,,WX92,50,2022-10-02T00:15:48+00:00
310344,ID-0055,small_airport,"Gilgal Airstrip",0.458,111.0707,108,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,Gilgal,0,,,,GIL,,,WX93,50,2013-12-22T15:57:31+00:00
310347,ID-0056,small_airport,"Gusimawa Airstrip",-3.0423,133.8779,131,AS,Indonesia,ID,"Papua Barat (West Papua)",ID-PB,PB,Gusimawa,0,,,,,,,WX97,50,2013-12-22T20:04:00+00:00
310349,ID-0057,small_airport,"Haya Airstrip",-2.8156,138.1099,250,AS,Indonesia,ID,Papua,ID-PA,PA,Haya,0,,,,HAY,,,WX98,50,2013-12-22T20:18:40+00:00
507645,ID-0279,small_airport,"Helariki Airstrip",-4.176059,139.439353,4900,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Helariki,0,,,,,,,,50,2023-04-13T05:37:23+00:00
310353,ID-0059,small_airport,"Hitadipa Airport",-3.734325,137.116992,5061,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Hitadipa,0,,,,HIT,,,WZ03,50,2022-10-02T18:24:40+00:00
310355,ID-0060,small_airport,"Holuwon Airstrip",-4.480541,139.273998,3770,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Holuwon,0,,,,HOL,,,WZ07,50,2022-10-02T15:33:54+00:00
310358,ID-0061,small_airport,"Hubliki Airstrip",-3.732237,139.286263,1970,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Hubliki,0,,,,HUB,,,WZ04,50,2022-10-02T00:23:38+00:00
310360,ID-0062,small_airport,"Hulu Atas Airstrip",-3.6799,140.22955,568,AS,Indonesia,ID,Papua,ID-PA,PA,"Hulu Atas",0,,,,HUL,,,WZ05,50,2022-10-17T11:16:20+00:00
347154,ID-0191,small_airport,"Tambling Airport",-5.92113,104.55816,36,AS,Indonesia,ID,Lampung,ID-LA,LA,Hutan,0,,,,,,,,50,2021-08-20T18:10:45+00:00
310362,ID-0063,small_airport,"Ibele Airstrip",-4.052,138.796,6320,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Ibele,0,,,,,,,WT90,50,2022-10-02T00:20:34+00:00
354215,ID-0223,small_airport,"Ideduna Airstrip",-3.961954,135.482025,6001,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Ideduna,0,,,,,,,,50,2022-10-02T19:54:02+00:00
310406,ID-0066,small_airport,"Illaga III Airport",-3.9993,137.65317,7673,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Illaga,0,,,,,,,WZ11,50,2022-10-01T23:06:43+00:00
310409,ID-0067,small_airport,"Ilugwa/Antara Airport",-3.835894,138.921683,6500,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Ilugwa,0,,,,ILG,,,WZ12,50,2022-10-02T00:21:54+00:00
41451,WASI,small_airport,"Inanwatan Airport",-2.127447,132.160056,9,AS,Indonesia,ID,"Papua Barat (West Papua)",ID-PB,PB,Inanwatan,0,WASI,WASI,INX,,,https://id.wikipedia.org/wiki/Bandar_Udara_Inanwatan,,50,2024-05-20T22:10:42+00:00
310412,ID-0068,small_airport,"Iratoi Airstrip",-3.2389,137.3339,352,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Iratoi,0,,,,IRA,,,WZ14,50,2022-10-04T20:25:11+00:00
310414,ID-0069,small_airport,"Iray Airstrip",-1.3297,133.9115,6464,AS,Indonesia,ID,"Papua Barat (West Papua)",ID-PB,PB,Iray,0,,,,IRY,,,WZ15,50,2013-12-28T02:45:13+00:00
41492,ID-0003,small_airport,"Pulau Panjang Airport",-5.644444,106.5625,155,AS,Indonesia,ID,"Jawa Barat (West Java)",ID-JB,JB,Jakarta,0,WIHG,,PPJ,,,,"WIIG, Panjang Island",50,2016-01-17T08:40:26+00:00
310425,ID-0072,small_airport,"Jita Airstrip",-4.8564,137.7019,40,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Jita,0,WAYN,,,JIT,,,WZ21,50,2024-03-19T21:41:52+00:00
352222,AXO,small_airport,"Pantar Kabir Airport",-8.244832,124.219108,18,AS,Indonesia,ID,"Nusa Tenggara Timur (East Nusa Tenggara)",ID-NT,NT,Kabir,0,WATP,,AXO,,,,,50,2022-11-03T16:43:14+00:00
352224,ID-0214,small_airport,"Blangkejeren Airport",3.94548,97.35968,,AS,Indonesia,ID,Aceh,ID-AC,AC,"Kabupaten Gayo Lues",0,WIMG,,GYO,,,,,50,2024-03-18T13:59:16+00:00
310399,ID-0065,closed,"Kaesah Airstrip",-7.1088,140.1265,53,AS,Indonesia,ID,"Papua Selatan (South Papua)",ID-PS,PS,Kaesah,0,,,,,,,"WZ24, KAH",50,2022-10-03T17:19:57+00:00
310397,ID-0064,small_airport,"Kaiy Airstrip",-2.9871,138.1062,195,AS,Indonesia,ID,Papua,ID-PA,PA,Kaiy,0,,,,KAI,,,WZ25,50,2013-12-28T18:45:03+00:00
41479,ID-0337,closed,"Kalabahi Airport",-8.216667,124.566666,33,AS,Indonesia,ID,"Nusa Tenggara Timur (East Nusa Tenggara)",ID-NT,NT,Kalabahi,0,,,,,,,WRKM,50,2025-02-25T14:50:00+00:00
430524,ID-0263,small_airport,"Kalbok Airstrip",-4.30181,139.80474,6138,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Kalbok,0,,,,,,,,50,2022-10-17T11:58:24+00:00
310679,ID-0101,small_airport,"Nalca Airstrip",-4.3636,139.8351,5250,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Kalca,0,,,,,,,WW22,50,2022-10-02T16:28:11+00:00
32652,WIIK,small_airport,"Kalijati Airport",-6.53139019012,107.658996582,361,AS,Indonesia,ID,"Jawa Barat (West Java)",ID-JB,JB,"Kalijati-Java Island",0,WIHK,,,,,,"WIIK, Suryadarma, Kalidjati, Karichagi, Kalijaga",50,2015-09-27T02:35:26+00:00
41373,WASU,small_airport,"Kambuaya Airport",-1.316815,132.286987,1422,AS,Indonesia,ID,"Papua Barat Daya (Southwest Papua)",ID-PD,PD,"Kambuaya-Papua Island",0,WASU,WASU,KBX,,,https://id.wikipedia.org/wiki/Bandar_Udara_Kambuaya,Ayamaru,50,2024-10-16T20:24:14+00:00
41374,WAKM,small_airport,"Kamur Airport",-6.1851,138.6372,25,AS,Indonesia,ID,"Papua Selatan (South Papua)",ID-PS,PS,Kamur,0,WAKM,WAKM,KCD,,,,,50,2022-10-02T00:06:30+00:00
31720,WAMK,small_airport,"Kuabang Airport",1.18528,127.896004,40,AS,Indonesia,ID,"Maluku Utara (North Maluku)",ID-MU,MU,"Kao-Celebes Island",0,WAEK,,KAZ,,,https://en.wikipedia.org/wiki/Kuabang_Airport,WAMK,50,2024-04-08T12:29:16+00:00
31924,WAMN,small_airport,"Melangguane Airport",4.00694,126.672997,3,AS,Indonesia,ID,"Sulawesi Utara (North Sulawesi)",ID-SA,SA,"Karakelong Island",0,WAMN,WAMN,MNA,,,https://en.wikipedia.org/wiki/Melangguane_Airport,,50,2018-05-09T06:16:11+00:00
310443,ID-0074,small_airport,"Kasonaweja Airstrip",-2.3007,138.0327,88,AS,Indonesia,ID,Papua,ID-PA,PA,Kasonaweja,0,,,,KAS,,,WZ31,50,2019-11-15T20:28:52+00:00
310445,ID-0075,small_airport,"Kaure  Airstrip",-3.469809,140.362085,700,AS,Indonesia,ID,Papua,ID-PA,PA,Kaure,0,,,,KAU,,,"Aurina, WZ32",50,2022-10-17T11:16:08+00:00
354036,ID-0218,small_airport,"Kawor Airstrip",-5.232712,140.519992,469,AS,Indonesia,ID,"Papua Selatan (South Papua)",ID-PS,PS,Kawor,0,,,,,,,,50,2022-10-17T11:28:26+00:00
41450,WASE,small_airport,"Kebar Airport",-0.810418,133.054937,1360,AS,Indonesia,ID,"Papua Barat (West Papua)",ID-PB,PB,Kebar,0,WAUK,,KEQ,,,https://id.wikipedia.org/wiki/Bandar_Udara_Kebar,,50,2024-06-07T18:07:13+00:00
310447,WABY,small_airport,"Kebo Airstrip",-3.8248,136.385844,5845,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Kebo,0,WABY,,,,,,,50,2022-10-04T18:43:14+00:00
310449,ID-0076,small_airport,"Kedembak Airstrip",0.5906,111.302,170,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,Kedembak,0,,,,,,,WZ36,50,2013-12-29T11:54:59+00:00
41376,ID-0321,closed,"Keisah Airport",-7.66667,140.5,81,AS,Indonesia,ID,"Papua Selatan (South Papua)",ID-PS,PS,Keisah,0,,,,,,,"KEA, ID-KEA",50,2025-02-25T14:49:58+00:00
310452,ID-0077,small_airport,"Kelansam Airstrip",0.1228,111.4197,96,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,Kelansam,0,,,,KEL,,,WZ39,50,2013-12-29T12:10:03+00:00
41469,ID-0335,closed,"Keluang Airport",-2.640962,103.914557,76,AS,Indonesia,ID,"Sumatera Selatan (South Sumatra)",ID-SS,SS,Keluang,0,,,,,,,"WIPV, WIPV, KLQ",50,2025-02-25T14:49:59+00:00
310455,ID-0078,small_airport,"Keneyan Airstrip",-4.5995,138.3844,449,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Keneyan,0,,,,KEN,,,"WZ41, Kenyem, Kenyam",50,2022-10-02T00:13:59+00:00
42252,WAPO,small_airport,"Larat Airport",-7.1282,131.7673,108,AS,Indonesia,ID,Maluku,ID-MA,MA,"Kepulauan Larat",0,WAPO,,,,,,,50,2014-01-01T11:39:24+00:00
310458,ID-0079,small_airport,"Kerapak Airstrip",0.0939,111.9083,157,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,Kerapak,0,,,,KRA,,,WZ42,50,2013-12-29T16:08:18+00:00
41494,ID-0005,small_airport,"Ketapang Airport",-6.899862766265869,113.28289031982422,170,AS,Indonesia,ID,"Jawa Timur (East Java)",ID-JI,JI,"Ketapang-Madura Island",0,,,,,,,,50,2008-08-22T18:36:04+00:00
41461,ID-0333,closed,"Kisaran Airport",2.97379,99.600998,96,AS,Indonesia,ID,"Sumatera Utara (North Sumatra)",ID-SU,SU,Kisaran,0,,,,,,,"WIML, WIML",50,2025-02-25T14:49:59+00:00
41418,WABN,small_airport,"Kokonao Airport",-4.71075,136.43515,59,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Kokonao,0,WAYK,,KOX,,,,"WABN, Kokonau",50,2022-10-04T17:48:48+00:00
310468,ID-0082,small_airport,"Komopa Airstrip",-3.7998,136.4775,5822,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Komopa,0,,,,KOM,,,WZ45,50,2022-10-04T20:37:44+00:00
430525,ID-0264,small_airport,"Kono Airstrip",-4.275826,139.735794,6437,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Kono,0,,,,,,,,50,2022-10-17T12:00:24+00:00
41438,WAMB,small_airport,"Kota Mobagu/Mopait Airport",0.686111,124.273611,584,AS,Indonesia,ID,"Sulawesi Utara (North Sulawesi)",ID-SA,SA,"Kota Mobagu",0,,,BJG,,,,"WAMB, Kotamubagu",50,2024-10-29T07:32:49+00:00
41378,ID-KOD,small_airport,"Kotabangun Airport",-0.266669988632,116.583335876,13,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,"Kotabangun-Borneo Island",0,,,KOD,,,,,50,2015-02-15T03:32:05+00:00
333624,WILP,small_airport,"Muhammad Taufiq Kiemas Airport",-5.211562,103.936501,118,AS,Indonesia,ID,Lampung,ID-LA,LA,Krui,0,WILP,,TFY,,,,,50,2020-03-21T11:27:56+00:00
310474,ID-0084,small_airport,"Kuala Kurun Airport",-1.1277,113.8746,115,AS,Indonesia,ID,"Kalimantan Tengah (Central Kalimantan)",ID-KT,KT,"Kuala Kurun",0,WAGA,,,,,,WT81,50,2024-04-10T15:36:26+00:00
310478,ID-0085,small_airport,"Kuala Randau Airstrip",-0.5824,110.4728,240,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Kuala Randau",0,,,,,,,WZ54,50,2013-12-31T00:40:13+00:00
41467,WIPF,small_airport,"Kuala Tungkal Airport",-0.8166670203208923,103.46666717529297,12,AS,Indonesia,ID,Jambi,ID-JA,JA,"Kuala Tungkal-Sumatra Island",0,WIPF,,,,,,,50,2008-08-22T18:35:19+00:00
356385,ID-0240,closed,"Pasirian Airfield",-8.27881,113.21208,21,AS,Indonesia,ID,"Jawa Timur (East Java)",ID-JI,JI,"Kunir, Lumajang",0,,,,,,,,50,2025-02-22T11:51:10+00:00
32631,WAMD,small_airport,"Jailolo/Kuripasai Airport",1.1169999837875366,127.48300170898438,50,AS,Indonesia,ID,"Maluku Utara (North Maluku)",ID-MU,MU,"Kuripasai-Celebes Island",0,WAMD,,,,,,,50,2008-08-22T18:33:39+00:00
310480,ID-0086,small_airport,"Kustera Airstrip",-2.7467,137.92,350,AS,Indonesia,ID,Papua,ID-PA,PA,Kustera,0,,,,KUS,,,WZ57,50,2013-12-31T00:56:59+00:00
310482,ID-0087,small_airport,"Kwerba Airstrip",-2.6434,138.4087,247,AS,Indonesia,ID,Papua,ID-PA,PA,Kwerba,0,,,,KWE,,,WZ59,50,2013-12-31T01:25:53+00:00
310484,ID-0088,small_airport,Kwijawagi,-4.0256,138.2046,9288,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Kwijawagi,0,,,,KWI,,,"WZ60, Kwiyawagi",50,2022-10-02T11:28:52+00:00
41444,WAPH,small_airport,"Oesman Sadik Airport",-0.635259,127.501999,49,AS,Indonesia,ID,"Maluku Utara (North Maluku)",ID-MU,MU,"Labuha-Halmahera Island",0,WAEL,,LAH,,,https://en.wikipedia.org/wiki/Oesman_Sadik_Airport,,50,2019-07-31T04:38:18+00:00
41460,WIMA,small_airport,"Labuhan Bilik Airport",2.5129,100.179001,18,AS,Indonesia,ID,"Sumatera Utara (North Sumatra)",ID-SU,SU,"Labuhan Bilik-Sumatra Island",0,,,,,,,WIMA,50,2024-03-18T12:17:50+00:00
310492,ID-0090,small_airport,"Landikma Airstrip",-3.8212,139.2423,3345,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Landikma,0,,,,LAN,,,WZ64,50,2022-10-02T00:22:57+00:00
356382,ID-0237,small_airport,"Grati Airport",-7.67253,113.03682,187,AS,Indonesia,ID,"Jawa Timur (East Java)",ID-JI,JI,"Lekok, Pasuruan",0,,,,,,,,50,2025-02-22T11:53:02+00:00
41426,WAJL,small_airport,"Lereh Airport",-3.0795,139.952,820,AS,Indonesia,ID,Papua,ID-PA,PA,"Lereh-Papua Island",0,WAJL,WAJL,LHI,,,,,50,2014-01-01T12:06:04+00:00
310500,ID-0092,small_airport,"Lokok Airstrip",1.0215,110.0505,1855,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,Lokok,0,,,,,,,WZ70,50,2014-01-01T12:46:56+00:00
310502,ID-0093,small_airport,"Long Alango Airstrip",2.9304,115.8512,1292,AS,Indonesia,ID,"Kalimantan Utara (North Kalimantan)",ID-KU,KU,"Long Alango",0,,,,,,,WZ71,50,2016-01-14T15:31:08+00:00
41487,WRLN,small_airport,"Long Mawang Airport",1.7992,114.9043,1976,AS,Indonesia,ID,"Kalimantan Utara (North Kalimantan)",ID-KU,KU,"Long Mawang-Borneo Island",0,WALN,,,,,,"WRLN, Long Nawang",50,2016-01-14T15:28:23+00:00
310515,ID-0095,small_airport,"Long Segar Airstrip",0.7981,116.8157,120,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,"Long Segar",0,,,,,,,WZ87,50,2015-02-15T02:59:27+00:00
310521,ID-0097,small_airport,"Lumbis Airstrip",4.3038,116.2175,575,AS,Indonesia,ID,"Kalimantan Utara (North Kalimantan)",ID-KU,KU,Lumbis,0,,,,,,,WZ94,50,2016-01-12T23:51:25+00:00
41383,WADU,small_airport,"Lunyuk Airport",-8.9889,117.2158,44,AS,Indonesia,ID,"Nusa Tenggara Barat (West Nusa Tenggara)",ID-NB,NB,"Lunyuk-Simbawa Island",0,WADU,WADU,LYK,,,http://id.wikipedia.org/wiki/Bandar_Udara_Lunyuk,WRRU,50,2015-02-13T17:06:06+00:00
310523,ID-0098,small_airport,"Madya Raya Airstrip",-0.865,111.6637,380,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Madya Raya",0,,,,,,,WZ96,50,2014-01-03T13:47:35+00:00
310525,ID-0099,small_airport,"Magoda Airstrip",-3.9906,135.8532,5260,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Magoda,0,,,,MGD,,,WZ98,50,2022-10-02T20:43:48+00:00
26782,WAPK,small_airport,"Benjina Airport",-6.06613,134.273971,82,AS,Indonesia,ID,Maluku,ID-MA,MA,"Maikoor Island",0,WAPK,WAPK,BJK,,,https://en.wikipedia.org/wiki/Benjina_Airport,Nangasuri,50,2024-03-23T12:41:28+00:00
26805,WAWT,small_airport,"Pongtiku Airport",-3.04474,119.821999,2884,AS,Indonesia,ID,"Sulawesi Selatan (South Sulawesi)",ID-SN,SN,Makale,0,WAFT,,TTR,,,https://en.wikipedia.org/wiki/Pongtiku_Airport,"WAAT, Tana Toraja",50,2024-04-10T13:29:54+00:00
41410,ID-0326,closed,"Malili Airport",-2.62966,121.097102,19,AS,Indonesia,ID,"Sulawesi Selatan (South Sulawesi)",ID-SN,SN,Malili,0,,,,,,,"WAAI, WAWI",50,2025-02-25T14:49:58+00:00
41409,WAAG,small_airport,"Malimpung Airport",-3.7382,119.7502,124,AS,Indonesia,ID,"Sulawesi Selatan (South Sulawesi)",ID-SN,SN,Malimpung,0,WAWG,,,,,,WAAG,50,2022-09-19T16:29:13+00:00
430336,ID-0249,small_airport,"Mamit Airstrip",-3.589005,138.396857,4726,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Mamit,0,,,,,,,Manit,50,2022-10-04T02:15:31+00:00
41411,WAFJ,small_airport,"Tampa Padang Airport",-2.590017,119.025051,49,AS,Indonesia,ID,"Sulawesi Barat (West Sulawesi)",ID-SR,SR,Mamuju,0,WAFJ,WAFJ,MJU,,,https://en.wikipedia.org/wiki/Tampa_Padang_Airport,"WAAJ, WAWJ",50,2024-08-21T04:23:54+00:00
26766,WALX,small_airport,"Mangkajang Airport",2.00751,117.749001,47,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,"Mangkajang-Borneo Island",0,WAQK,,,,,,,50,2024-04-08T13:09:23+00:00
41443,WAPE,small_airport,"Mangole Airport, Falabisahaya",-1.782255,125.482246,10,AS,Indonesia,ID,"Maluku Utara (North Maluku)",ID-MU,MU,"Mangole Island",0,WAEO,,MAL,,,,WAPE,50,2022-08-04T18:10:05+00:00
41384,ID-0322,closed,"Mangun Jaya Airport",-2.73333,103.567001,76,AS,Indonesia,ID,"Sumatera Selatan (South Sumatra)",ID-SS,SS,"Mangun Jaya",0,,,,,,,"MJY, MJY, ID-MJY",50,2025-02-25T14:49:58+00:00
535831,ID-0300,small_airport,"Manis Mata Airstrip",-2.46441,110.96529,,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Manis Mata",0,,,,,,,,50,2024-07-02T14:49:36+00:00
575835,ID-0303,small_airport,"Mbugulo Airstrip",-3.70788,136.74285,6683,AS,Indonesia,ID,Papua,ID-PA,PA,Mapa,0,,,,,,,,50,2025-02-04T12:11:04+00:00
523274,WAYH,small_airport,"Mapenduma Airstrip",-4.30893,138.246504,3313,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Mapenduma,0,WAYH,,,MAP,,,,50,2024-03-19T19:40:02+00:00
41386,ID-MSI,small_airport,"Masalembo Airport",-5.583330154418945,114.43299865722656,30,AS,Indonesia,ID,"Jawa Timur (East Java)",ID-JI,JI,"Masalembo Island",0,,,MSI,,,,,50,2008-08-22T16:02:30+00:00
41424,WAJD,small_airport,"Wakde Airport",-1.935289978981018,139.02000427246094,3,AS,Indonesia,ID,Papua,ID-PA,PA,"Masi Masi Island",0,WAJD,,,,,,,50,2008-08-22T18:33:13+00:00
32654,WIMH,small_airport,"Helvetia Airport",3.68306,98.644203,49,AS,Indonesia,ID,"Sumatera Utara (North Sumatra)",ID-SU,SU,Medan,0,,,,,,,WIMH,50,2024-10-13T17:20:22+00:00
26776,WAOH,small_airport,"Mekar Putih Airport",-3.98991,116.101997,197,AS,Indonesia,ID,"Kalimantan Selatan (South Kalimantan)",ID-KS,KS,"Mekar Putih",0,WAOH,,,,,https://id.wikipedia.org/wiki/Bandar_Udara_Mekar_Putih,,50,2024-05-20T22:10:26+00:00
32629,WALE,small_airport,"Melalan Airport",-0.203611,115.760002,330,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,"Melak-Borneo Island",0,WALE,WALE,GHS,,,https://en.wikipedia.org/wiki/West_Kutai_Melalan_Airport,"WRLE, West Kutai",50,2021-05-10T08:26:56+00:00
41477,WRKJ,small_airport,"Mena Airport",-9.183889389038086,124.58916473388672,320,AS,Indonesia,ID,"Nusa Tenggara Timur (East Nusa Tenggara)",ID-NT,NT,"Mena-Timor Island",0,WRKJ,,,,,,,50,2008-08-22T18:35:38+00:00
41454,WIAG,small_airport,"Menggala Airport",-4.48943996429,105.217002869,98,AS,Indonesia,ID,Lampung,ID-LA,LA,"Menggala-Sumatra Island",0,WIPM,,,,,,"WIAG, Astrakestra",50,2014-01-25T14:17:02+00:00
41452,WASM,small_airport,"Merdey Airport",-1.591154,133.295867,385,AS,Indonesia,ID,"Papua Barat (West Papua)",ID-PB,PB,"Merdei-Papua Island",0,WAUM,,RDE,,,,,50,2024-04-08T15:39:46+00:00
430307,ID-0247,small_airport,"Mewengde Airstrip",-4.820969,140.237545,,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Mewengde,0,,,,,,,,50,2022-10-01T23:47:24+00:00
525279,WAMS,small_airport,"Miangas Airport",5.560419,126.580095,9,AS,Indonesia,ID,"Sulawesi Utara (North Sulawesi)",ID-SA,SA,Miangas,0,WAMS,,,,,https://en.wikipedia.org/wiki/Miangas_Airport,,50,2024-04-10T15:27:39+00:00
430652,ID-0270,small_airport,"Milki Airstrip",-4.097372,140.711331,1004,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Milki,0,,,,,,,,50,2022-10-23T05:30:21+00:00
527780,ID-0292,small_airport,"Bela Airstrip",-4.250278,137.850278,,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Mimika,0,,,,,,,,50,2024-05-06T01:35:28+00:00
41432,WAKD,small_airport,"Mindiptana Airport",-5.876929,140.70946,121,AS,Indonesia,ID,"Papua Selatan (South Papua)",ID-PS,PS,"Mindiptana-Papua Island",0,WAKD,WAKD,MDP,,,https://id.wikipedia.org/wiki/Bandar_Udara_Mindiptana,,50,2022-10-02T00:13:31+00:00
3271,ID-0273,small_airport,"North Halmahera / Marimoi Airport",1.10189,127.703003,114,AS,Indonesia,ID,"Maluku Utara (North Maluku)",ID-MU,MU,"Modjid-Celebes Island",0,WAEB,,,WA98,,,,50,2024-04-11T11:49:55+00:00
41421,WABW,small_airport,"Waren Airport",-1.6285300254822,134.12399291992,29,AS,Indonesia,ID,"Papua Barat (West Papua)",ID-PB,PB,"Momi-Papua Island",0,WABW,,,,,,,50,2016-01-17T21:52:47+00:00
525159,WAMP,small_airport,"Indonesia Morowali Industrial Park (IMIP) Airport",-2.799322,122.141385,24,AS,Indonesia,ID,"Sulawesi Tengah (Central Sulawesi)",ID-ST,ST,Morowali,0,WAMP,WAMP,MWS,,,,,50,2024-04-09T12:46:03+00:00
41489,WRLW,small_airport,"Muara Wahau Airport",1.1213,116.851,205,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,"Muara Wahau-Borneo Island",0,WALW,,,,,,WRLW,50,2015-02-15T02:57:18+00:00
430527,ID-0266,small_airport,"Muhumu Airstrip",-4.21977,139.41273,6119,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Muhumu,0,,,,,,,,50,2022-10-17T12:02:56+00:00
41387,ID-0323,closed,"Muting Airport",-7.3147,140.5668,70,AS,Indonesia,ID,"Papua Selatan (South Papua)",ID-PS,PS,Muting,0,,,,,,,"WW21, MUF, ID-MUF",50,2025-02-25T14:49:58+00:00
525702,ID-0289,small_airport,"Douw Aturure Airport",-3.398056,135.397217,22,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Nabire,0,WABI,WABI,NBX,,,https://en.wikipedia.org/wiki/Douw_Aturure_Airport,,50,2024-04-15T04:50:31+00:00
41480,WRKN,small_airport,"Naikliu Airport",-9.49547004699707,123.79499816894531,60,AS,Indonesia,ID,"Nusa Tenggara Timur (East Nusa Tenggara)",ID-NT,NT,"Naikliu-Timor Island",0,WRKN,,,,,,,50,2008-08-22T18:35:41+00:00
41390,WAPG,small_airport,"Namrole Airport",-3.85522,126.700902,31,AS,Indonesia,ID,Maluku,ID-MA,MA,Namrole,0,WAPG,WAPG,NRE,,,https://en.wikipedia.org/wiki/Namrole_Airport,,50,2022-09-19T16:41:21+00:00
310682,ID-0102,small_airport,"Nanga Labang Airstrip",0.228,111.65084,83,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Nanga Labang",0,,,,,,,WW24,50,2014-01-23T03:25:07+00:00
310692,ID-0103,small_airport,"Nanga Mawong Airstrip",-0.4322,112.3271,286,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Nanga Mawong",0,,,,,,,WW26,50,2014-01-25T10:39:08+00:00
310695,ID-0104,small_airport,"Nanga Merakai Airstrip",0.7024,111.5225,112,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Nanga Merakai",0,,,,MER,,,WW52,50,2014-01-25T17:59:45+00:00
310697,ID-0105,small_airport,"Nanga Nyabu Airstrip",1.0152,112.714,146,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Nanga Nyabu",0,,,,,,,WW27,50,2014-01-25T18:15:41+00:00
